Area,Year,Savanna fires,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use,Rural population,Urban population,Total Population - Male,Total Population - Female,total_emission,Average Temperature ??C
Finland,1996,0.45,5.80,225.99,796.51,10734.27,32.00,824.92,-38483.00,1917.86,929.01,776.75,233.04,473.37,2143.69,1020.07,108.70,3171.76,332.12,230.02,857.59,0.00,0.00,1908.77,964583.00,4172396.00,2496189.00,2628530.00,-11760.33,0.36
Bulgaria,2006,11.75,1.69,328.56,35.59,1119.09,26.00,587.41,-28218.39,3472.85,749.62,513.23,98.65,350.82,1614.15,1154.11,2.28,4348.78,286.33,284.67,512.82,0.00,0.00,1055.78,2216404.00,5408555.00,3744586.00,4021450.00,-11664.21,0.57
Bulgaria,2008,7.55,3.64,423.16,61.06,1114.25,63.00,601.57,-28218.39,3472.85,889.63,602.51,163.85,409.03,1021.99,1261.01,2.20,4849.99,274.13,268.93,492.95,0.00,0.00,643.38,2131248.00,5379083.00,3705758.00,3969155.00,-11591.73,1.41
Finland,1998,0.23,0.96,179.82,629.24,10849.71,38.00,879.72,-38483.00,1917.86,659.39,769.14,158.10,1091.54,1979.96,893.55,178.70,3382.34,328.63,224.35,845.04,0.00,0.00,1913.98,944679.00,4219563.00,2512604.00,2640941.00,-11562.72,0.06
Russian Federation,2017,2719.50,4063.41,8729.76,1455.49,51593.82,1921.00,19435.27,-622211.74,34533.95,50570.80,12945.24,6390.80,15427.41,32445.05,27952.84,38812.33,262777.87,6856.04,4107.02,12173.02,0.00,0.00,15917.97,37017128.00,106972626.00,67508407.00,77944129.00,-11383.13,2.39
Chile,2008,17.12,221.63,179.09,129.82,1003.34,164.00,2122.16,-36480.13,0.00,2102.29,1731.09,76.50,767.55,7155.16,156.78,718.92,4712.41,678.83,2103.25,539.21,0.00,0.00,527.05,2172928.00,14489014.00,8268938.00,8392523.00,-11373.91,0.62
Solomon Islands,2011,0.00,0.00,0.23,8.12,0.46,11.48,26.63,-18009.75,184.58,1.60,39.38,17.00,67.63,23.23,252.21,5951.65,11.40,2.97,8.22,26.44,0.00,0.00,15.68,428948.00,110666.00,283714.00,270007.00,-11360.82,0.73
Solomon Islands,2012,0.00,0.00,0.23,8.41,0.46,11.48,26.41,-18009.75,184.58,1.18,41.81,17.00,67.63,23.73,252.21,5951.65,11.48,2.98,8.39,26.69,0.00,0.00,15.99,435874.00,115657.00,290777.00,276985.00,-11357.43,0.86
Solomon Islands,2013,0.00,0.00,0.24,8.90,0.46,11.48,28.68,-18009.75,184.58,1.91,43.87,17.00,67.63,24.31,252.21,5951.65,11.57,3.01,8.50,26.91,0.00,0.00,16.31,442735.00,120778.00,298140.00,284224.00,-11350.53,0.81
Solomon Islands,2014,0.00,0.00,0.25,9.45,0.46,11.48,23.23,-18009.75,184.58,1.97,49.09,17.00,67.63,24.80,252.21,5951.65,11.63,3.04,8.50,27.16,0.00,0.00,16.63,449490.00,126014.00,305726.00,291650.00,-11348.99,0.76
Chile,2010,31.18,63.81,194.01,151.91,1000.21,166.00,2246.60,-36480.13,0.00,2282.90,2251.19,32.52,728.59,6971.08,231.40,798.39,3819.96,687.20,2099.44,536.23,0.00,0.00,958.76,2196490.00,14796864.00,8437983.00,8566180.00,-11228.75,-0.04
Bulgaria,2005,2.12,6.64,350.52,35.29,1120.39,37.00,553.64,-28218.39,3472.85,732.81,460.80,97.39,367.08,1533.53,1232.75,2.20,4834.23,299.44,305.16,530.75,0.00,0.00,1043.35,2260279.00,5423484.00,3766657.00,4048564.00,-11200.46,0.17
Finland,1999,0.25,0.91,184.94,629.24,11200.96,37.00,900.96,-38483.00,1917.86,691.22,833.36,164.76,1133.06,1798.42,938.56,215.92,3553.70,319.97,217.21,819.68,0.00,0.00,1842.04,934457.00,4241469.00,2519562.00,2645929.00,-11082.98,1.10
Bulgaria,2000,4.85,38.68,286.32,28.00,1127.90,75.00,400.67,-25291.48,2323.20,662.07,265.37,85.77,260.58,1288.91,603.25,2.22,4365.99,349.21,410.15,638.51,0.00,0.00,1078.89,2487423.00,5510364.00,3901686.00,4196006.00,-10995.95,1.21
Solomon Islands,2015,0.04,0.00,0.25,9.58,0.46,11.48,20.40,-18009.75,184.58,1.73,55.56,17.00,67.63,25.43,252.21,6361.41,11.77,3.02,8.52,27.32,0.00,0.00,16.96,456121.00,131361.00,313454.00,299207.00,-10934.39,0.66
Bulgaria,1997,0.71,8.54,379.92,29.75,1132.82,120.00,338.93,-25291.48,2323.20,734.33,226.66,195.85,282.48,995.45,260.09,2.16,5002.18,339.22,424.43,607.98,0.00,0.00,1058.30,2608765.00,5602961.00,4018597.00,4300368.00,-10828.48,-0.37
Bulgaria,2007,31.26,24.85,243.12,51.61,1116.56,69.00,564.11,-28218.39,3472.85,888.61,592.65,129.94,443.68,1684.18,1218.81,2.19,4922.20,293.57,282.61,531.84,0.00,0.00,962.97,2173353.00,5393596.00,3724242.00,3994793.00,-10691.79,1.70
Finland,2000,0.29,1.29,247.19,839.72,11606.79,28.00,876.46,-38483.00,1917.86,587.03,891.90,271.65,1025.39,1922.50,774.82,249.45,3659.54,315.02,211.82,796.75,0.00,0.00,1760.67,924351.00,4263603.00,2526195.00,2650014.00,-10498.87,2.31
Viet Nam,1995,199.37,802.27,1730.31,33435.48,3915.15,542.00,776.21,-77761.80,0.00,908.19,2588.33,178.35,1.52,6638.95,3835.29,123.73,2750.30,1051.20,1851.56,4521.80,392.29,244.69,955.60,58530406.00,16668571.00,36045251.00,37713859.00,-10319.22,0.22
Ghana,2017,3254.56,37.48,204.05,486.04,71.93,272.00,827.24,-25023.23,0.00,634.06,218.45,3.13,2.16,4451.14,116.22,356.49,1762.05,138.67,2014.09,318.59,0.00,37.48,462.31,12857864.00,15975765.00,15073582.00,15148680.00,-9355.09,1.23
Ghana,2016,3367.80,103.70,185.01,458.84,71.58,269.00,930.05,-25023.23,0.00,555.76,212.15,2.76,1.96,4408.44,104.03,356.49,1900.88,133.04,1921.27,304.63,0.00,103.70,442.64,12763904.00,15442824.00,14739510.00,14814792.00,-9189.50,1.33
Ghana,2018,2904.01,40.54,230.32,511.37,73.95,273.00,950.22,-25023.23,0.00,695.55,210.90,3.63,2.31,4488.54,133.37,356.49,2193.12,140.31,2083.99,323.56,0.00,40.54,480.07,12946423.00,16517220.00,15398027.00,15472613.00,-8887.44,1.11
Bulgaria,1996,0.81,9.49,223.68,20.43,1134.12,133.00,332.83,-25291.48,2323.20,991.65,203.59,339.42,226.93,1012.47,133.17,2.13,6678.46,397.01,448.79,726.97,0.00,0.00,1143.28,2652779.00,5639093.00,4063267.00,4338109.00,-8810.05,-0.30
Ghana,2019,2694.39,94.40,274.54,602.21,73.88,269.00,1022.51,-25023.23,0.00,710.56,232.04,3.86,2.46,4522.65,144.45,356.49,2584.28,142.32,2158.77,329.23,0.00,94.40,488.55,13029799.00,17067171.00,15723678.00,15798612.00,-8222.22,1.31
Viet Nam,1996,146.18,613.74,1825.07,34612.66,3911.74,722.00,856.25,-77761.80,0.00,1166.77,2767.11,204.83,9.13,6728.66,3908.67,40.21,3060.32,1098.71,1913.43,4680.32,333.92,207.37,1136.21,59140514.00,17232205.00,36634171.00,38312278.00,-7818.50,0.03
Latvia,2001,0.82,3.26,67.80,252.61,4984.94,21.24,218.43,-16189.80,0.00,111.08,124.63,18.86,38.24,378.26,318.58,374.52,827.20,120.21,77.62,315.01,0.00,0.00,386.74,755946.00,1602731.00,1076132.00,1283118.00,-7549.74,1.21
Latvia,2002,1.38,6.00,73.01,252.61,4993.94,24.30,225.98,-16189.80,0.00,112.50,138.32,20.00,54.91,393.42,325.49,374.52,938.16,126.61,80.91,330.71,0.00,0.00,360.38,749886.00,1582606.00,1060380.00,1265764.00,-7356.65,1.62
Latvia,2003,6.52,19.06,68.67,252.61,5021.55,27.38,240.45,-16189.80,0.00,120.89,150.64,21.22,49.17,404.07,290.45,374.52,1086.18,128.51,81.42,335.44,0.00,0.00,410.46,742460.00,1563315.00,1045554.00,1248788.00,-7100.57,0.95
Bulgaria,1993,5.42,6.21,368.28,24.45,1132.35,148.00,343.79,-25291.48,2323.20,1060.74,156.77,392.59,858.54,976.45,2368.21,2.09,4921.36,523.39,556.38,908.42,0.00,0.00,1127.67,2801740.00,5774149.00,4184214.00,4427322.00,-7087.15,-0.02
Latvia,2004,0.90,2.74,73.24,252.61,5086.13,33.98,254.53,-16189.80,0.00,122.92,89.17,15.83,47.38,408.12,285.41,374.52,1314.87,123.41,79.12,319.02,0.00,0.00,427.62,731523.00,1547332.00,1031344.00,1232099.00,-6878.27,1.04
Slovenia,2002,0.00,0.00,31.34,248.06,154.69,11.00,294.37,-11895.49,228.05,324.93,289.20,5.59,374.56,286.69,297.90,0.77,1749.23,137.70,97.82,346.15,0.00,0.00,258.65,977096.00,1011168.00,966788.00,1016979.00,-6758.80,1.81
Latvia,1995,0.60,1.65,59.74,364.81,4470.22,6.00,177.59,-14977.23,0.00,140.66,113.65,33.93,58.73,241.05,456.30,374.52,507.24,174.02,118.59,452.26,0.00,0.00,477.74,783887.00,1724586.00,1178524.00,1391627.00,-6747.95,1.21
Slovenia,2009,0.00,0.52,27.01,248.06,155.53,22.00,403.36,-11895.49,228.05,278.04,245.98,4.52,227.39,465.89,255.27,0.82,1866.17,123.25,100.04,296.68,0.00,0.00,227.33,968180.00,1067244.00,1008592.00,1036986.00,-6719.59,1.59
Slovenia,2001,0.00,0.26,27.24,248.06,156.20,17.00,285.24,-11895.49,228.05,303.50,273.85,4.96,381.46,280.80,308.26,0.50,1814.21,140.97,100.73,353.89,0.00,0.00,262.16,978660.00,1009689.00,965188.00,1017299.00,-6708.15,1.22
Latvia,1998,0.07,0.94,71.49,364.81,4559.37,0.00,175.02,-14977.23,0.00,105.55,110.80,18.41,51.40,321.61,499.08,374.52,632.54,150.29,100.00,388.83,0.00,0.00,350.04,766803.00,1663744.00,1125365.00,1336972.00,-6702.48,0.69
Latvia,1997,0.06,1.15,79.16,364.81,4516.07,1.00,178.10,-14977.23,0.00,118.23,110.02,23.11,51.99,297.98,489.52,374.52,599.87,159.47,107.52,411.41,0.00,0.00,394.98,770337.00,1682965.00,1142934.00,1355945.00,-6698.26,0.93
Latvia,1994,0.60,1.65,74.30,364.81,4307.44,5.00,185.10,-14977.23,0.00,183.30,132.60,51.44,61.39,140.40,443.89,374.52,488.08,201.06,143.24,508.55,0.00,0.00,611.66,791043.00,1752579.00,1197615.00,1408840.00,-6698.18,0.66
Slovenia,2003,0.31,3.25,21.74,248.06,154.43,14.00,299.09,-11895.49,228.05,325.66,214.59,5.70,284.09,297.97,371.90,0.82,1885.56,142.14,98.68,358.87,0.00,0.00,269.21,972957.00,1016008.00,970939.00,1018472.00,-6671.37,1.44
Slovenia,2010,0.00,0.00,28.74,248.06,155.53,21.00,418.25,-11895.49,228.05,284.67,264.31,4.88,256.44,464.35,257.21,0.82,1860.13,123.40,101.03,294.10,0.00,0.00,230.84,968215.00,1076953.00,1016312.00,1040976.00,-6653.68,0.58
Latvia,1996,0.22,0.87,76.79,364.81,4480.59,4.00,173.23,-14977.23,0.00,139.18,127.79,40.11,59.52,270.23,486.80,374.52,541.30,171.83,114.54,447.62,0.00,0.00,461.41,777104.00,1701721.00,1160305.00,1373983.00,-6641.88,-0.33
Slovenia,2004,0.00,0.13,29.86,248.06,150.12,16.00,313.30,-11895.49,228.05,301.02,229.06,5.45,294.16,290.74,303.48,1.04,2030.27,131.75,94.47,336.50,0.00,0.00,251.95,969669.00,1021761.00,976011.00,1020710.00,-6640.07,0.72
Latvia,2005,0.00,0.00,88.99,252.61,5096.64,1.00,264.79,-16189.80,0.00,129.73,84.19,13.92,46.33,418.17,275.26,374.52,1586.54,121.82,77.83,314.94,0.00,0.00,420.84,720635.00,1531348.00,1017192.00,1215965.00,-6621.68,1.10
Slovenia,2005,0.00,0.00,29.25,248.06,150.12,17.00,334.31,-11895.49,228.05,301.81,212.44,5.58,298.02,296.81,300.67,0.03,2134.48,126.16,96.08,320.33,0.00,0.00,255.46,967539.00,1028742.00,981600.00,1023179.00,-6540.83,0.35
Bulgaria,1994,5.42,6.21,405.37,6.48,1131.55,135.00,312.41,-25291.48,2323.20,991.36,368.09,362.74,891.21,987.63,1934.77,2.12,6047.37,419.75,464.77,740.93,0.00,0.00,1291.21,2749474.00,5725195.00,4146903.00,4401563.00,-6463.89,1.43
Latvia,1999,0.06,1.38,60.28,252.61,4716.15,1.00,170.34,-14977.23,0.00,106.36,122.76,26.41,52.16,581.90,409.85,374.52,705.43,138.69,91.03,361.83,0.00,0.00,355.45,765280.00,1642810.00,1108116.00,1318235.00,-6449.00,1.77
Slovenia,2006,0.06,1.69,25.59,248.06,149.79,17.00,354.14,-11895.49,228.05,306.67,210.15,5.99,304.00,291.99,374.12,0.70,2147.24,124.61,96.66,315.61,0.00,0.00,258.97,966665.00,1037126.00,987623.00,1025947.00,-6434.40,1.14
Ghana,2020,3758.58,291.11,284.65,623.70,75.06,269.00,1119.67,-25023.23,0.00,790.41,249.25,4.20,2.47,4555.56,149.84,356.49,2585.35,144.75,2207.77,334.70,0.00,291.11,503.26,13108188.00,17625567.00,16051315.00,16129086.00,-6426.30,1.31
Slovenia,2007,0.00,0.26,27.24,248.06,149.12,25.00,403.23,-11895.49,228.05,312.37,200.56,6.25,334.67,297.54,297.61,0.71,2184.90,124.88,96.89,317.96,0.00,0.00,255.46,966833.00,1046706.00,994019.00,1029210.00,-6384.74,1.89
Latvia,2000,0.08,1.40,67.84,252.61,4950.17,21.24,187.48,-14977.23,0.00,97.73,119.16,21.43,34.33,589.64,345.63,374.52,718.68,123.03,79.05,321.49,0.00,0.00,353.79,761342.00,1622821.00,1091961.00,1300568.00,-6317.91,2.16
Latvia,2006,0.69,0.00,81.61,252.61,5127.45,1.00,285.49,-16189.80,0.00,136.19,105.80,18.71,48.44,434.14,290.13,374.52,1782.72,123.86,80.03,317.58,0.00,0.00,433.77,712806.00,1512417.00,1003507.00,1200406.00,-6295.07,1.61
Slovenia,2008,0.00,0.00,29.53,248.06,151.91,23.00,475.02,-11895.49,228.05,288.20,246.11,5.34,283.41,479.31,276.67,0.75,2152.59,131.20,101.51,322.94,0.00,0.00,262.50,967551.00,1056987.00,1001032.00,1033002.00,-6189.39,1.72
Bulgaria,1995,5.42,6.21,401.97,10.82,1135.65,125.00,331.55,-25291.48,2323.20,1006.23,304.65,320.54,1007.97,1024.62,1730.10,2.11,6724.32,391.61,441.81,715.72,0.00,0.00,1136.93,2699581.00,5679599.00,4105956.00,4371624.00,-6145.07,0.21
Chile,1990,29.90,186.24,189.14,201.85,995.07,124.00,950.93,-20763.10,3010.02,1137.56,156.24,41.34,184.96,2840.54,359.30,9.67,1433.12,322.90,1755.53,283.31,0.00,0.00,575.36,2215333.00,11026799.00,6636684.00,6706184.00,-5976.11,0.17
Latvia,2007,0.56,0.52,101.37,325.31,5163.19,21.00,319.68,-16189.80,0.00,136.38,122.12,15.54,40.47,438.85,255.08,374.52,1984.22,122.60,78.45,312.71,0.00,0.00,433.13,705716.00,1492802.00,990716.00,1185337.00,-5944.07,1.96
Latvia,1993,0.60,1.65,98.32,464.07,4307.62,10.00,196.79,-14977.23,0.00,207.14,148.58,81.19,45.67,144.31,679.26,374.52,418.64,315.49,230.31,788.67,0.00,0.00,626.64,805820.00,1776830.00,1214941.00,1423947.00,-5837.79,0.34
Bulgaria,1992,5.42,6.21,404.40,35.48,1132.50,156.00,121.56,-25291.48,2323.20,1059.02,160.77,500.13,761.50,966.52,2869.92,2.14,5331.06,664.87,719.20,1122.30,0.00,0.00,1158.63,2858279.00,5817964.00,4218127.00,4450414.00,-5790.66,0.30
Latvia,2009,0.29,0.26,108.49,330.94,5226.50,16.00,268.62,-16189.80,0.00,128.27,135.03,13.08,34.39,570.74,202.91,374.52,2143.13,119.47,80.12,298.58,0.00,0.00,373.17,690494.00,1454815.00,968331.00,1157934.00,-5765.30,1.25
Bulgaria,1991,5.42,6.21,521.88,64.31,1132.50,145.00,157.69,-25291.48,2323.20,960.19,333.17,553.45,809.44,962.26,992.34,2.18,6089.78,793.54,816.82,1341.77,0.00,0.00,1663.35,2917858.00,5849032.00,4249236.00,4472424.00,-5617.00,-0.52
Viet Nam,1997,75.47,455.76,1885.53,35086.60,3917.63,785.00,944.61,-77761.80,0.00,1680.76,2837.55,280.57,103.93,6820.72,3728.21,251.49,3660.33,1135.41,1956.59,4829.78,232.73,161.46,1336.18,59666524.00,17786811.00,37187435.00,38871168.00,-5595.49,0.45
Latvia,2008,0.00,0.00,111.38,330.94,5215.40,19.00,303.47,-16189.80,0.00,141.39,134.67,15.98,38.00,633.58,222.37,374.52,2140.58,126.16,82.63,317.38,0.00,0.00,388.42,698617.00,1473264.00,979096.00,1171316.00,-5593.94,2.33
Chile,1991,29.90,186.24,181.69,184.26,995.07,110.00,984.05,-20763.10,3010.02,923.12,139.82,29.49,202.17,2994.60,351.84,27.10,1579.33,337.18,1767.60,285.48,0.00,0.00,975.11,2234221.00,11223023.00,6744934.00,6817011.00,-5469.02,0.04
Latvia,2010,0.25,1.04,96.79,268.86,5269.96,19.00,279.71,-16189.80,0.00,151.63,149.10,16.75,41.47,557.88,210.08,380.44,2503.23,118.74,79.79,294.94,0.00,0.00,427.64,681390.00,1437458.00,957490.00,1144041.00,-5322.50,0.39
Latvia,1992,0.60,1.65,94.88,491.70,4307.62,20.00,283.64,-14977.23,0.00,207.84,270.28,158.19,82.64,148.09,599.76,374.52,534.93,388.62,273.85,970.34,0.00,0.00,722.75,816156.00,1804090.00,1227623.00,1435260.00,-5045.33,1.60
Chile,1992,29.90,186.24,181.85,196.71,995.07,91.00,1061.49,-20763.10,3010.02,820.94,141.24,24.18,210.62,3154.97,389.14,65.15,1787.31,361.12,1790.44,297.33,0.00,0.00,929.62,2246943.00,11424090.00,6854273.00,6928025.00,-5038.75,-0.02
Chile,1993,29.90,186.24,162.81,180.11,995.07,94.00,1169.86,-20763.10,3010.02,868.03,153.81,9.90,203.52,3302.51,389.14,102.36,1838.03,393.85,1828.97,316.26,0.00,0.00,830.07,2235639.00,11647029.00,6961685.00,7036702.00,-4698.63,0.22
Slovenia,1995,0.04,0.82,27.79,248.06,116.51,13.00,296.34,-9507.00,0.00,305.98,132.31,4.49,173.68,438.07,214.41,0.26,2088.15,155.46,94.15,390.20,0.00,0.00,225.62,983347.00,1008125.00,964247.00,1026859.00,-4581.67,0.65
Slovenia,1999,0.03,0.46,25.44,248.06,155.18,7.00,277.22,-9507.00,0.00,268.72,277.90,4.46,212.75,560.69,299.74,0.42,1796.80,139.92,91.31,344.57,0.00,0.00,265.03,979693.00,1008625.00,965510.00,1020751.00,-4531.31,1.04
"China, mainland",2018,209.09,668.95,32991.25,148460.85,3856.50,8970.00,37270.70,-651765.30,0.00,417104.23,122070.99,79360.68,165533.12,209062.67,218506.01,133637.04,1647507.30,28172.21,53920.48,61597.11,0.00,0.14,122979.12,578023833.00,837022095.00,724608064.00,692461405.00,2840113.13,2.50
Slovenia,1996,0.04,0.46,26.34,248.06,116.51,12.00,334.69,-9507.00,0.00,285.79,249.25,4.19,228.87,266.20,239.56,0.30,2116.86,156.41,97.80,396.18,0.00,0.00,271.96,981596.00,1007393.00,964959.00,1025707.00,-4455.55,-0.25
Slovenia,1998,0.04,0.47,29.66,248.06,116.51,12.00,292.39,-9507.00,0.00,327.63,259.23,4.92,198.22,495.80,301.15,0.38,1887.26,149.25,90.85,376.78,0.00,0.00,265.52,980048.00,1007928.00,965600.00,1022679.00,-4450.88,1.04
Slovenia,1997,0.03,0.44,28.39,248.06,116.51,17.00,350.38,-9507.00,0.00,318.60,237.60,4.62,228.64,441.33,284.38,0.34,1933.28,154.60,95.94,377.72,0.00,0.00,275.74,980562.00,1007393.00,965442.00,1024387.00,-4393.39,0.75
Uruguay,1990,10.76,5.47,79.65,612.23,184.09,25.00,149.85,-13373.49,0.00,119.18,33.09,1.24,67.63,882.61,252.21,356.49,265.15,180.82,5309.94,420.36,0.00,0.00,476.28,342930.00,2767059.00,1521058.00,1595955.00,-3941.41,0.31
Slovenia,1993,0.04,0.82,24.16,248.06,116.51,23.00,271.68,-9507.00,0.00,332.92,173.39,4.54,197.73,113.32,249.99,0.19,3016.29,167.78,98.07,406.53,0.00,0.00,181.63,988992.00,1011776.00,962622.00,1029063.00,-3880.34,0.67
Slovenia,1994,0.04,0.82,28.48,248.06,116.51,20.00,298.83,-9507.00,0.00,300.19,152.96,4.26,196.79,114.17,213.13,0.22,3102.19,157.75,94.06,395.27,0.00,0.00,195.66,985915.00,1009692.00,963453.00,1027995.00,-3867.59,1.88
Chile,1994,29.90,186.24,159.28,188.04,995.07,101.00,1293.21,-20763.10,3010.02,1074.72,179.52,29.48,255.56,3441.36,393.18,142.99,1933.33,479.76,1934.31,352.93,0.00,0.00,819.52,2223173.00,11868216.00,7066850.00,7143824.00,-3763.68,0.35
Slovenia,1992,0.04,0.82,22.39,248.06,117.54,39.00,198.95,-9507.00,0.00,306.17,230.90,4.31,162.83,111.01,239.85,0.15,3440.66,159.59,95.95,391.95,0.00,0.00,145.28,991865.00,1013647.00,961512.00,1029828.00,-3591.55,1.30
Uruguay,1991,10.76,5.47,71.50,808.50,184.09,27.00,155.20,-13373.49,0.00,134.59,38.64,3.05,67.63,908.76,252.21,356.49,265.20,182.79,5531.67,436.15,0.00,0.00,512.11,334996.00,2797054.00,1528920.00,1606454.00,-3421.65,0.48
Chile,1995,29.90,186.24,168.21,210.15,995.20,91.00,1414.47,-20763.10,3010.02,1161.61,193.88,30.18,284.86,3614.65,401.09,181.17,2130.76,513.72,1939.74,358.83,0.00,0.00,581.91,2209577.00,12087036.00,7168506.00,7248291.00,-3265.51,0.03
Viet Nam,1998,149.88,1808.36,1985.83,36327.54,3917.63,540.00,999.19,-77761.80,0.00,2136.66,687.48,348.45,126.19,6919.94,3494.44,466.57,4350.34,1163.62,1991.94,4945.57,457.41,461.70,1314.46,60117397.00,18335500.00,37722224.00,39406200.00,-3168.63,1.27
Uruguay,1992,10.76,5.47,101.07,998.03,184.09,11.00,171.53,-13373.49,0.00,148.89,41.88,2.91,67.63,930.05,252.21,356.49,266.30,185.71,5690.62,451.53,0.00,0.00,540.41,327257.00,2827598.00,1536776.00,1616956.00,-2956.89,0.09
Uruguay,1994,10.76,5.47,98.09,1052.13,183.69,6.00,224.64,-13373.49,0.00,144.89,27.89,0.44,67.63,966.67,252.21,0.18,368.54,203.95,5752.99,466.04,0.00,0.00,603.68,312311.00,2889296.00,1552203.00,1637742.00,-2937.61,0.67
Uruguay,1995,10.76,5.47,112.61,1146.99,190.70,22.00,237.53,-13373.49,0.00,156.53,39.60,2.06,67.63,981.18,252.21,0.54,317.86,211.29,5647.82,459.28,0.00,0.00,631.63,305001.00,2919803.00,1560015.00,1648285.00,-2879.81,0.20
Uruguay,2000,6.22,24.89,110.64,1484.91,189.69,13.00,284.56,-13373.49,0.00,203.07,32.90,11.72,67.63,1040.45,252.21,2.46,389.40,212.68,5126.38,433.66,0.00,0.00,650.81,264771.00,3056474.00,1594941.00,1697283.00,-2836.20,0.29
Uruguay,1993,10.76,5.47,97.01,1063.89,184.09,5.00,198.66,-13373.49,0.00,148.17,41.07,2.38,67.63,944.46,252.21,356.49,265.70,199.17,5782.33,463.64,0.00,0.00,557.63,319721.00,2858434.00,1544448.00,1627299.00,-2727.69,0.24
Uruguay,1998,4.38,17.75,121.33,1332.02,190.76,15.00,296.73,-13373.49,0.00,170.28,17.25,6.16,67.63,1028.74,252.21,1.68,451.95,246.79,5312.72,451.18,0.00,0.00,679.39,281484.00,3010654.00,1583085.00,1679598.00,-2709.53,0.12
Uruguay,1997,3.92,12.02,124.77,1219.12,190.76,5.00,277.89,-13373.49,0.00,172.13,51.79,13.59,67.63,1020.34,252.21,1.29,403.10,226.07,5552.34,458.14,0.00,0.00,643.27,289586.00,2981424.00,1575662.00,1669407.00,-2678.09,0.95
Bulgaria,1990,5.42,6.21,500.47,83.03,1132.50,153.00,248.99,-25291.48,2323.20,1133.96,506.43,707.63,1047.63,955.27,1400.47,2.19,7208.75,850.12,837.24,1443.49,0.00,0.00,2087.82,2972728.00,5868643.00,4276662.00,4491115.00,-2657.67,0.87
Uruguay,1996,3.83,13.27,136.54,1179.92,190.76,16.00,255.53,-13373.49,0.00,179.80,53.73,6.96,67.63,1004.01,252.21,0.91,356.14,219.20,5694.62,465.13,0.00,0.00,681.82,297690.00,2950345.00,1567812.00,1658822.00,-2595.48,0.47
Uruguay,1999,5.05,14.55,127.84,1631.42,190.52,15.00,307.14,-13373.49,0.00,232.00,70.37,36.67,67.63,1036.25,252.21,2.09,421.02,246.76,5212.00,449.18,0.00,0.00,670.78,273241.00,3036077.00,1589828.00,1689136.00,-2384.99,0.15
Bhutan,2001,1.69,16.99,8.24,74.11,0.00,0.00,2.81,-6610.30,0.00,11.48,4.35,0.22,67.63,88.48,252.21,3522.74,144.54,12.32,61.08,37.14,0.00,0.00,3.51,433476.00,156124.00,315896.00,287339.00,-2300.76,0.71
Bhutan,2003,0.50,2.07,7.43,63.26,0.00,0.00,2.74,-6610.30,0.00,12.19,6.81,0.23,67.63,92.26,252.21,3622.39,162.70,12.48,62.32,37.64,0.00,1.81,4.50,444581.00,178853.00,335712.00,298916.00,-2199.14,0.49
New Zealand,1992,0.59,1.57,43.59,551.03,2436.54,49.00,976.13,-28066.36,1012.80,244.72,315.88,114.74,183.91,1062.46,735.73,81.23,2791.26,280.16,11004.49,2728.02,0.00,0.00,1293.71,521886.00,2981295.00,1738936.00,1793627.00,-2158.80,-0.71
Costa Rica,2011,3.42,0.56,21.42,61.78,113.04,195.00,538.50,-7441.07,0.00,155.51,145.78,20.14,28.43,1504.10,400.05,356.49,752.24,214.74,505.84,124.55,0.00,0.56,146.66,1248208.00,3352266.00,2349468.00,2330459.00,-2152.28,0.67
Bhutan,2008,0.99,9.66,10.07,62.37,0.00,0.00,4.67,-6610.30,0.00,19.26,11.11,0.53,67.63,100.28,252.21,3622.39,210.01,11.88,61.18,35.85,0.00,0.97,5.32,467983.00,232967.00,367382.00,322355.00,-2123.90,0.64
New Zealand,1993,0.59,1.57,48.68,551.03,2435.76,55.00,969.55,-28066.36,1012.80,204.70,261.15,95.11,202.76,1071.95,773.08,90.05,3021.24,285.37,10809.53,2773.33,0.00,0.00,1314.42,525627.00,3038837.00,1760024.00,1813718.00,-2088.69,-0.39
Costa Rica,2012,10.24,38.60,16.64,44.32,113.04,185.00,554.12,-7441.07,0.00,149.87,147.74,17.63,30.42,1515.75,429.80,356.49,750.02,215.61,488.28,125.85,0.00,17.77,152.73,1212562.00,3441560.00,2377400.00,2359193.00,-2081.14,0.82
Costa Rica,2014,17.23,17.02,15.84,36.01,99.58,178.00,575.33,-7441.07,0.00,183.12,175.00,22.91,16.66,1524.72,384.76,356.49,803.56,234.58,476.30,129.24,0.00,14.30,154.55,1144604.00,3612971.00,2430257.00,2414032.00,-2025.86,1.24
